key_bom	key_wiki	key_omdb	bom_title	wiki_title	omdb_title	year_bom_format	year_wiki_format	year_omdb_format	wiki_budget	wiki_gross	bom_budget	bom_domestic_gross	bom_worldwide_revenue
b1644	w3464		ben-hur (2016)	ben-hur (2016 film)		2016	2016		[$100 million]	[$94.1 million]	$100 million	26410477	"""$94,061,311 """
b1671	w3536		best laid plans	best laid plans (1999 film)		1999	1999		[$7 million]	"""[$27,816]"""	$7 million	27816	
b1693	w3592	o16202	better luck tomorrow	better luck tomorrow	better luck tomorrow	2003	2002	2002	"""[$250,000]"""	[$3.8 million]	"""$250,000 """	3802390	"""$3,809,226 """
b1711	w3658	o2261	beverly hills cop iii	beverly hills cop iii	beverly hills cop iii	1994	1994	1994	[$50 million]	[$119.2 million]	$50 million	42614912	"""$119,208,989 """
b1718	w3691		beyond borders	beyond borders 		2003	2003		[$35 million]	"""[$11,705,002 (worldwide)]"""	$35 million	4430101	"""$11,705,002 """
b1735	w3721	o9918	beyond the lights	beyond the lights	beyond the lights	2014	2014	2014	[$7 million]	[$14.6 million]	$7 million	14618727	
b1750	w3745		bicentennial man	bicentennial man 		1999	1999		[$100 million]	[$87.4 million]	$100 million	58223861	"""$87,423,861 """
b1765	w3819	o16205	big fat liar	big fat liar	big fat liar	2002	2002	2002	[$15 million]	[$53 million]	$15 million	48360547	"""$52,970,014 """
b1766	w3822	o9644	big fish	big fish	big fish	2003	2003	2003	[$70 million]	[$122.9 million]	$70 million	66809693	"""$122,919,055 """
b1775	w3862	o3312	big miracle	big miracle	big miracle	2012	2012	2012	[$40 million]	[$24.7 million]	$40 million	20157300	"""$24,719,215 """
b1776	w3863	o10582	big momma's house	big momma's house	big momma's house	2000	2000	2000	[$30 million]	"""[$173,959,438]"""	$30 million	117559438	"""$173,959,438 """
b1777	w3864	o20236	big momma's house 2	big momma's house 2	big momma's house 2	2006	2006	2006	[$40 million]	[$138.3 million]	$40 million	70165972	"""$138,259,062 """
b1778	w3865	o2465	"""big mommas: like father, like son"""	"""big mommas: like father, like son"""	"""big mommas: like father, like son"""	2011	2011	2011	[$32 million]	[$83.9 million]	$32 million	37915414	"""$82,686,066 """
b1795	w3959	o9645	biker boyz	biker boyz	biker boyz	2003	31-Jan	2003	[$24 million]	"""[$23,510,601]"""	$24 million	22076772	"""$23,510,601 """
b1809	w4012	o20630	billy madison	billy madison	billy madison	1995	1995	1995	[$10 million]	[$26.4 million]	$10 million	25588734	"""$26,488,734 """
b1822	w4060		birdman	birdman 		2014	2014		[$16.5-18 million]	[$103.2 million]	$18 million	42340598	"""$103,215,094 """
b1849	w4176		black hawk down	black hawk down 		2001	2001		[$92 million]	[$271 million]	$92 million	108638745	"""$172,989,651 """
b1852	w4190		black knight	black knight 		2001	2001		[$50 million]	[$40 million]	$50 million	33426971	"""$39,976,235 """
b1854	w4203		black mass	black mass 		2015	2015		[$53 million]	[$100 million]	$53 million	62575678	"""$99,775,678 """
b1856	w4206		black nativity	black nativity 		2013	2013		[$17.5 million]	"""[$7,454,185]"""	$17.5 million	7018189	"""$7,454,185 """
b1871	w4249		black swan	black swan 		2010	2010		[$13 million]	[$329.4 million]	$13 million	106954678	"""$329,398,046 """
b1881	w4282		blackhat	blackhat 		2015	2015		[$70 million]	[$19.7 million]	$70 million	8005980	"""$19,652,057 """
b1887	w4303	o16206	blade ii	blade ii	blade ii	2002	2002	2002	[$54 million]	[$155 million]	$54 million	82348319	"""$155,010,032 """
b1893	w4307	o21974	blade: trinity	blade: trinity	blade: trinity	2004	2004	2004	[$65 million]	[$128.9 million]	$65 million	52411906	"""$128,905,366 """
b1894	w4309	o3670	blades of glory	blades of glory	blades of glory	2007	2007	2007	[$61 million]	[$145.7 million]	$61 million	118594548	"""$145,708,642 """
b1903	w4323		blast from the past	blast from the past 		1999	1999		[$35 million]	"""[$40,263,020]"""	$35 million	26511114	"""$40,263,020 """
b1911	w4350		blended	blended 		2014	2014		[$40 million]	[$128 million]	$40 million	46294610	"""$128,034,610 """
b1913	w4353	o10583	bless the child	bless the child	bless the child	2000	2000	2000	[$65 million]	"""[$40,443,010]"""	$65 million	29381494	"""$40,443,010 """
b1934	w4470	o20240	blood diamond	blood diamond	blood diamond	2006	2006	2006	[$101 million]	[$171.4 million]	$100 million	57377916	"""$171,407,179 """
b1968	w4572		blow	blow 		2001	2001		[$53 million]	[$83.3 million]	$53 million	52990775	"""$83,282,296 """
b1979	w4596	o16209	blue crush	blue crush	blue crush	2002	16-Aug	2002	[$25 million]	"""[$51,843,679]"""	$25 million	40390647	"""$51,843,679 """
b1991	w4644		blue streak	blue streak 		1999	1999		[$36 million]	[$117.7 million]	$65 million	68518533	"""$117,758,500 """
b1993	w4649		blue valentine	blue valentine 		2010	2010		[$1 million]	[$16.6 million]	"""$1,000,000 """	9706328	"""$12,355,734 """
b1994	w4652		blue velvet	blue velvet 		1986	1986		[$6 million]	[$8.6 million]	$6 million	8551228	
b2009	w4699	o21976	bobby jones: stroke of genius	bobby jones: stroke of genius	bobby jones: stroke of genius	2004	2004	2004	[$20 million]	"""[$2,707,913]"""	$20 million	2694071	"""$2,707,913 """
b2019	w4716		body of evidence	body of evidence (1993 film)		1993	1993		[$30 million]	[$13.2 million]	$30 million	13273595	
b2020	w4717		body of lies	body of lies 		2008	2008		[$70 million]	[$115.1 million]	$70 million	39394666	"""$115,097,286 """
b2025	w4738		boiler room	boiler room 		2000	2000		[$7 million]	"""[$28,780,255]"""	$7 million	16970581	"""$28,780,255 """
b2050	w4815	o5334	boo! a madea halloween	boo! a madea halloween	boo! a madea halloween	2016	2016	2016	[$20 million]	[$74.8 million]	$20 million	73206343	"""$74,827,344 """
b2053	w4829	o6377	boogie nights	boogie nights	boogie nights	1997	1997	1997	[$15 million]	[$43.1 million]	$15 million	26400640	"""$43,101,594 """
b2057	w4843	o10586	book of shadows: blair witch 2	book of shadows: blair witch 2	book of shadows: blair witch 2	2000	2000	2000	[$15 million]	[$47.7 million]	$15 million	26437094	"""$47,737,094 """
b2087	w4992	o5078	bottle rocket	bottle rocket	bottle rocket	1996	1996	1996	[$7 million]	"""[$560,069]"""	$7 million	560069	
b2090	w5006		bounce	bounce 		2000	2000		[$35 million]	"""[$53,425,292]"""	$35 million	36805288	"""$53,425,292 """
b2095	w5040	o2039	bowfinger	bowfinger	bowfinger	1999	1999	1999	[$55 million]	[$98.6 million]	$55 million	66384775	"""$98,625,775 """
b2096	w5044	o16211	bowling for columbine	bowling for columbine	bowling for columbine	2002	2002	2002	[$4 million]	[$58 million]	$4 million	21576018	"""$58,008,423 """
b2112	w5100		boyhood	boyhood 		2014	2014		[$4 million]	[$44.5 million]	$4 million	25352281	"""$44,495,281 """
b2115	w5107		boys don't cry	boys don't cry 		1999	1999		[$2 million]	[$11.5 million]	$2 million	11540607	
b2122	w5133	o13704	boyz n the hood	boyz n the hood	boyz n the hood	1991	1991	1991	[$6.5 million]	[$57.5 million]	$6.5 million	57504069	
b2131	w5154	o7459	bram stoker's dracula	bram stoker's dracula	bram stoker's dracula	1992	1992	1992	[$40 million]	[$215.9 million]	$40 million	82522790	"""$215,862,692 """
b2139	w5202	o20636	braveheart	braveheart	braveheart	1995	1995	1995	[$65â70 million]	[$210.4 million]	$72 million	75609945	"""$210,409,945 """
b2148	w5234		breakfast of champions	breakfast of champions 		1999	1999		[$12 million]	"""[$178,278]"""	$12 million	178278	
b2181	w5322	o18614	bride wars	bride wars	bride wars	2009	2009	2009	[$30 million]	[$114.7 million]	$30 million	58715510	"""$114,663,461 """
b2182	w5302		bride and prejudice	bride and prejudice		2005	2004		[$7 million]	[$24.7 million]	$7 million	6605592	"""$24,716,440 """
b2183	w5312	o13502	bride of chucky	bride of chucky	bride of chucky	1998	1998	1998	[$25 million]	[$50.7 million]	$25 million	32383850	"""$50,671,850 """
b2189	w5344		bridge of spies	bridge of spies 		2015	2015		[$40 million]	[$165.5 million]	$40 million	72313754	"""$165,478,348 """
b2193	w5356		bridget jones: the edge of reason	bridget jones: the edge of reason 		2004	2004		[$40 million]	[$262.5 million]	$40 million	40226215	"""$262,520,724 """
b2208	w5390		bring it on	bring it on 		2000	2000		[$11 million]	[$90.4 million]	$11 million	68379000	"""$90,449,929 """
b2210	w5400		bringing down the house	bringing down the house 		2003	2003		[$33 million]	[$164.7 million]	$33 million	132716677	"""$164,729,679 """
b2211	w5402	o2041	bringing out the dead	bringing out the dead	bringing out the dead	1999	1999	1999	[$32 million]	[$16.8 million]	$55 million	16797191	
b2219	w5460	o18195	brokeback mountain	brokeback mountain	brokeback mountain	2005	2005	2005	[$14 million]	[$178.1 million]	$14 million	83043761	"""$178,062,759 """
b2220	w5462	o2042	brokedown palace	brokedown palace	brokedown palace	1999	1999	1999	[$25 million]	"""[$10,115,013]"""	$25 million	10115013	
b2225	w5474	o1016	broken city	broken city	broken city	2013	2013	2013	[$35 million]	[$34.5 million]	$35 million	19701164	"""$19,701,164 """
b2239	w5529	o3682	brooklyn rules	brooklyn rules	brooklyn rules	2007	2007	2007	[$8 million]	"""[$458,232]"""	$8 million	458232	
b2240	w5531	o18617	brooklyn's finest	brooklyn's finest	brooklyn's finest	2010	2009	2009	[$17 million]	[$36.4 million]	$17 million	27163593	"""$36,440,201 """
b2263	w5580	o9659	bruce almighty	bruce almighty	bruce almighty	2003	2003	2003	[$81 million]	[$484.6 million]	$81 million	242829261	"""$484,592,874 """
b2269	w5596		bubble boy	bubble boy 		2001	2001		[$13 million]	[$5 million]	$13 million	5007898	
b2273	w5629	o2476	bucky larson: born to be a star	bucky larson: born to be a star	bucky larson: born to be a star	2011	2011	2011	[$9 million]	[$2.5 million]	$10 million	2529395	
b2301	w5745	o9660	bulletproof monk	bulletproof monk	bulletproof monk	2003	2003	2003	[$52 million]	[$37.7 million]	$52 million	23358708	"""$37,713,879 """
b2319	w5809	o16486	burn after reading	burn after reading	burn after reading	2008	2008	2008	[$37 million]	[$163.7 million]	$37 million	60355347	"""$163,720,069 """
b2324	w5837		burnt	burnt 		2015	2015		[$20 million]	[$36.6 million]	$20 million	13651946	"""$36,606,743 """
b2358	w7148		chips	chips 		2017	2017		[$25 million]	[$24.8 million]	$25 million	17990387	"""$24,890,387 """
b2373	w6004	o16490	cadillac records	cadillac records	cadillac records	2008	2008	2008	[$12 million]	"""[$8,880,045]"""	$12 million	8195551	"""$8,880,045 """
b2410	w6174		camp x-ray	camp x-ray 		2014	2014		[$1 million]	"""[$60,581]"""	"""$1,000,000 """	13302	"""$13,302 """
b2421	w6203	o20638	canadian bacon	canadian bacon	canadian bacon	1995	1995	1995	[$11 million]	"""[$178,104]"""	$11 million	163971	
b2435	w6262	o18626	capitalism: a love story	capitalism: a love story	capitalism: a love story	2009	2009	2009	[$20 million]	[$17.4 million]	$20 million	14363397	"""$17,436,509 """
b2437	w6265		capote	capote 		2005	2005		[$7 million]	[$49.2 million]	$7 million	28750530	"""$49,233,161 """
b2439	w6277	o5343	captain america: civil war	captain america: civil war	captain america: civil war	2016	2016	2016	[$250 million]	[$1.153 billion]	$250 million	408084349	"""$1,153,304,495 """
b2440	w6278	o2478	captain america: the first avenger	captain america: the first avenger	captain america: the first avenger	2011	2011	2011	[$140 million]	[$370.6 million]	$140 million	176654505	"""$370,569,774 """
b2441	w6279	o9928	captain america: the winter soldier	captain america: the winter soldier	captain america: the winter soldier	2014	2014	2014	[$170 million]	[$714.3 million]	$170 million	259766572	"""$714,264,267 """
b2443	w6287		captain corelli's mandolin	captain corelli's mandolin 		2001	2001		[$57 million]	"""[$62,112,895]"""	$57 million	25543895	"""$62,112,895 """
b2448	w6314		captain phillips	captain phillips 		2013	2013		[$55 million]	[$218.8 million]	$55 million	107100855	"""$218,791,811 """
b2474	w6389	o19048	carlito's way	carlito's way	carlito's way	1993	1993	1993	[$30 million]	[$63.8 million]	$30 million	36948322	"""$63,848,322 """
b2491	w6438		carrie (2013)	carrie (2013 film)		2013	2013		[$30 million]	[$85 million]	$30 million	35266619	"""$84,790,678 """
b2495	w6444		cars	cars 		2006	2006		[$120 million]	[$462.2 million]	$120 million	244082982	"""$462,216,280 """
b2496	w6445	o2480	cars 2	cars 2	cars 2	2011	2011	2011	[$200]	[$562.1 million]	$200 million	191452396	"""$562,110,557 """
b2503	w6462		casablanca	casablanca 		1942	1942		"""[$878,000]"""	[$3.7 million (initial US release)]	"""$950,000 """		
b2509	w6471	o18627	case 39	case 39	case 39	2010	2009	2009	[$26 million]	[$28.2 million]	$26 million	13261851	"""$28,189,979 """
b2522	w6522	o10595	cast away	cast away	cast away	2000	2000	2000	[$90 million]	[$429.6 million]	$90 million	233632142	"""$429,632,142 """
b2533	w6584	o16214	catch me if you can	catch me if you can	catch me if you can	2002	2002	2002	[$52 million]	[$352.1 million]	$52 million	164615351	"""$352,114,312 """
b2535	w6587	o21987	catch that kid	catch that kid	catch that kid	2004	6-Feb	2004	[$12 million]	[$16.9 million]	$12 million	16703799	"""$16,930,762 """
b2546	w6602	o19980	cats &amp; dogs	cats & dogs	cats & dogs	2001	2001	2001	[$60 million]	[$200.7 million]	$60 million	93385515	"""$200,687,492 """
b2547	w6604	o7947	cats &amp; dogs: the revenge of kitty galore	cats & dogs: the revenge of kitty galore	cats & dogs: the revenge of kitty galore	2010	2010	2010	[$85 million]	[$112.5 million]	$85 million	43585753	"""$112,483,764 """
b2551	w6622		catwoman	catwoman 		2004	2004		[$100 million]	[$82.1 million]	$100 million	40202379	"""$82,102,379 """
b2567	w6681		cellular	cellular 		2004	2004		[$25 million]	[$56.4 million]	$25 million	32003620	"""$56,422,687 """
b2589	w6714		chain letter	chain letter 		2010	2010		[$3 million]	"""[$585,362]"""	$3 million	138788	"""$585,362 """
b2605	w6789		changeling	changeling 		2008	2008		[$55 million]	[$113 million]	$55 million	35739802	"""$113,020,256 """
b2606	w6792	o16215	changing lanes	changing lanes	changing lanes	2002	2002	2002	[$45 million]	"""[$94,935,764]"""	$45 million	66818548	"""$94,935,764 """
b2611	w6807		chappie	chappie 		2015	2015		[$49 million]	[$102.1 million]	$49 million	31569268	"""$102,069,268 """
b2618	w6832	o3689	charlie bartlett	charlie bartlett	charlie bartlett	2008	1-May	2007	[]	[$5.2 million]	$12 million	3951699	"""$5,254,986 """
b2629	w6864	o3690	charlie wilson's war	charlie wilson's war	charlie wilson's war	2007	2007	2007	[$75 million]	[$119 million]	$75 million	66661095	"""$119,000,410 """
b2630	w6831		charlie and the chocolate factory	charlie and the chocolate factory 		2005	2005		[$150 million]	[$475 million]	$150 million	206459076	"""$474,968,763 """
b2631	w6866		charlie's angels	charlie's angels 		2000	2000		[$90 million]	[$264.1 million]	$93 million	125305545	"""$264,105,545 """
b2632	w6867	o9663	charlie's angels: full throttle	charlie's angels: full throttle	charlie's angels: full throttle	2003	2003	2003	[$120 million]	[$259.1 million]	$120 million	100830111	"""$259,175,788 """
b2644	w6895	o21988	chasing liberty	chasing liberty	chasing liberty	2004	2004	2004	[$23 million]	"""[$12,313,323]"""	$23 million	12195626	"""$12,313,323 """
b2646	w6897	o3334	chasing mavericks	chasing mavericks	chasing mavericks	2012	2012	2012	[$20 million]	[$8.3 million]	$20 million	6002756	"""$6,003,386 """
b2652	w6924		cheaper by the dozen	cheaper by the dozen (2003 film)		2003	2003		[$40 million]	[$190.2 million]	$40 million	138614544	"""$190,212,113 """
b2682	w7029		chicken little	chicken little (2005 film)		2005	2005		[$150 million]	[$314.4 million]	$150 million	135386665	"""$314,432,837 """
b2683	w7033	o10599	chicken run	chicken run	chicken run	2000	2000	2000	[$45 million]	[$225 million]	$45 million	106834564	"""$224,834,564 """
b2700	w7077	o20265	children of men	children of men	children of men	2006	2006	2006	[$76 million]	[$70 million]	$76 million	35552383	"""$69,959,751 """
b2708	w7099		chill factor	chill factor 		1999	1999		[$70 million]	"""[$11,788,676]"""	$70 million	11263966	"""$11,263,966 """
b2753	w7268	o21990	christmas with the kranks	christmas with the kranks	christmas with the kranks	2004	2004	2004	[$60 million]	[$96.6 million]	$60 million	73780539	"""$96,572,480 """
b2754	w7273	o7464	christopher columbus: the discovery	christopher columbus: the discovery	christopher columbus: the discovery	1992	21-Aug-92	1992	[$45 million]	"""[$8,251,071]"""	$40 million	8251071	
b2757	w7279		chronicle (2012)	chronicle 		2012	2012		[$12 million]	[$126.6 million]	$12 million	64575175	"""$126,636,097 """
b2777	w7327	o18205	cinderella man	cinderella man	cinderella man	2005	2005	2005	[$88]	[$108.5 million]	$88 million	61649911	"""$108,539,911 """
b2790	w7374	o18632	cirque du freak: the vampire's assistant	cirque du freak: the vampire's assistant	cirque du freak: the vampire's assistant	2009	2009	2009	[$40 million]	"""[$39,232,113]"""	$40 million	13869515	"""$39,232,113 """
b2807	w7434	o13717	city slickers	city slickers	city slickers	1991	1991	1991	[$26 million]	[$180 million]	$27 million	124033791	"""$179,033,791 """
b2811	w7416	o16495	city of ember	city of ember	city of ember	2008	2008	2008	[$55 million]	[$17.9 million]	$55 million	7873007	"""$17,929,684 """
b2831	w7474		clash of the titans (2010)	clash of the titans (2010 film)		2010	2010		[$125 million]	[$493.2 million]	$125 million	163214888	"""$493,214,993 """
